HITId,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.storageLink,Input.tags,Answer.nomore,Answer.notpossible,Answer.selectedtags_tags
1,35,9,Mon Nov 25 05:11:20 PST 2019,Mon Nov 25 05:26:13 PST 2019,893,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,{},{},"[""Silver Jubilee"",""communication""]"
1,36,25,Mon Nov 25 05:05:22 PST 2019,Mon Nov 25 05:23:58 PST 2019,1116,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,{},{},"[""presentation"",""communication"",""news conference""]"
1,37,18,Mon Nov 25 05:05:25 PST 2019,Mon Nov 25 05:20:54 PST 2019,929,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,{},{},"[""entertainment"",""communication"",""presentation""]"
1,38,8,Mon Nov 25 05:16:35 PST 2019,Mon Nov 25 05:27:37 PST 2019,662,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,{},{},"[""presentation"",""communication"",""news conference""]"
1,39,1,Mon Nov 25 05:06:28 PST 2019,Mon Nov 25 05:21:35 PST 2019,907,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,{},{},"[""news conference"",""entertainment"",""communication""]"
1,40,7,Mon Nov 25 05:20:47 PST 2019,Mon Nov 25 05:21:39 PST 2019,52,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,No other tags describe it well. Newscaster embarassed.,{},"[""news conference"",""presentation""]"
1,41,13,Mon Nov 25 05:08:46 PST 2019,Mon Nov 25 05:11:40 PST 2019,174,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,The tags are totally different from what the interview is about.,{},"[""news conference""]"
1,42,14,Mon Nov 25 05:12:21 PST 2019,Mon Nov 25 05:17:21 PST 2019,300,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,{},{},"[""entertainment"",""Silver Jubilee""]"
1,43,5,Mon Nov 25 05:29:53 PST 2019,Mon Nov 25 05:35:48 PST 2019,355,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,{},{},"[""Silver Jubilee"",""presentation""]"
1,44,22,Mon Nov 25 05:20:26 PST 2019,Mon Nov 25 05:26:46 PST 2019,380,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,{},{},"[""entertainment"",""communication""]"
1,45,4,Mon Nov 25 05:10:32 PST 2019,Mon Nov 25 05:12:22 PST 2019,110,vuk9mP0Vz7M.mp4,Silver Jubilee_###_news conference_###_advertising_###_convention_###_communication_###_entertainment_###_film_###_games_###_singing_###_presentation,{},{},"[""presentation"",""entertainment"",""communication""]"
4,46,12,Mon Nov 25 05:05:46 PST 2019,Mon Nov 25 05:19:22 PST 2019,816,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""performance"",""conversation"",""struggle"",""public speaking""]"
4,47,5,Mon Nov 25 05:05:19 PST 2019,Mon Nov 25 05:07:22 PST 2019,123,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""public speaking"",""conversation""]"
4,48,4,Mon Nov 25 05:16:42 PST 2019,Mon Nov 25 05:23:28 PST 2019,406,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""performance art"",""performance"",""conversation"",""struggle""]"
4,49,18,Mon Nov 25 05:05:17 PST 2019,Mon Nov 25 05:14:53 PST 2019,576,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,Interview is not mentioned in the video,{},"[""public speaking"",""conversation""]"
4,50,9,Mon Nov 25 05:05:32 PST 2019,Mon Nov 25 05:09:28 PST 2019,236,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""conversation"",""struggle""]"
4,51,6,Mon Nov 25 05:26:39 PST 2019,Mon Nov 25 05:28:37 PST 2019,118,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""struggle"",""public speaking"",""conversation""]"
4,52,1,Mon Nov 25 05:06:11 PST 2019,Mon Nov 25 05:15:59 PST 2019,588,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""public speaking"",""conversation"",""struggle""]"
4,53,24,Mon Nov 25 05:08:58 PST 2019,Mon Nov 25 05:11:50 PST 2019,172,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""conversation"",""public speaking"",""event""]"
4,54,20,Mon Nov 25 05:14:09 PST 2019,Mon Nov 25 05:15:59 PST 2019,110,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""conversation"",""public speaking"",""struggle""]"
4,55,19,Mon Nov 25 05:06:39 PST 2019,Mon Nov 25 05:18:08 PST 2019,689,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""performance"",""conversation"",""public speaking"",""clothing"",""academic conference"",""performance art""]"
4,56,14,Mon Nov 25 05:12:26 PST 2019,Mon Nov 25 05:22:12 PST 2019,586,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""public speaking"",""struggle"",""conversation""]"
4,57,23,Mon Nov 25 05:10:22 PST 2019,Mon Nov 25 05:23:26 PST 2019,784,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""conversation"",""struggle"",""public speaking""]"
4,58,3,Mon Nov 25 05:11:09 PST 2019,Mon Nov 25 05:13:11 PST 2019,122,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""public speaking"",""struggle"",""conversation""]"
4,59,13,Mon Nov 25 05:08:34 PST 2019,Mon Nov 25 05:16:57 PST 2019,503,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""struggle"",""event"",""conversation""]"
4,60,11,Mon Nov 25 05:05:21 PST 2019,Mon Nov 25 05:10:41 PST 2019,320,vuk9mP0Vz7M.mp4,struggle_###_academic conference_###_public speaking_###_clothing_###_performance art_###_event_###_lighting_###_indoor games and sports_###_conversation_###_performance_###_digital compositing,{},{},"[""event"",""public speaking"",""lighting""]"
16,61,24,Mon Nov 25 05:09:18 PST 2019,Mon Nov 25 05:15:00 PST 2019,342,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""auto show"",""show"",""automotive lighting"",""driving""]"
16,62,25,Mon Nov 25 05:05:41 PST 2019,Mon Nov 25 05:25:04 PST 2019,1163,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""driving"",""leisure"",""show""]"
16,63,22,Mon Nov 25 05:32:56 PST 2019,Mon Nov 25 05:36:37 PST 2019,221,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""show"",""leisure"",""driving""]"
16,64,9,Mon Nov 25 05:05:46 PST 2019,Mon Nov 25 05:16:26 PST 2019,640,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""driving"",""show"",""leisure""]"
16,65,11,Mon Nov 25 05:05:28 PST 2019,Mon Nov 25 05:12:24 PST 2019,416,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""feature"",""driving"",""automotive lighting""]"
16,66,5,Mon Nov 25 05:15:49 PST 2019,Mon Nov 25 05:17:46 PST 2019,117,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},"none of the tags mention interviewing, filming",[]
16,67,23,Mon Nov 25 05:10:39 PST 2019,Mon Nov 25 05:27:32 PST 2019,1013,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""leisure"",""show"",""driving""]"
16,68,12,Mon Nov 25 05:05:39 PST 2019,Mon Nov 25 05:11:55 PST 2019,376,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""show"",""driving"",""act""]"
16,69,13,Mon Nov 25 05:08:35 PST 2019,Mon Nov 25 05:16:24 PST 2019,469,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,This is about cars and talking to the president nothing is related.,{},"[""morning"",""feature""]"
16,70,14,Mon Nov 25 05:12:24 PST 2019,Mon Nov 25 05:19:48 PST 2019,444,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,no other tags relate to events in the video,{},"[""driving""]"
16,71,18,Mon Nov 25 05:05:22 PST 2019,Mon Nov 25 05:19:45 PST 2019,863,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""act"",""feature"",""show"",""leisure"",""driving""]"
16,72,1,Mon Nov 25 05:06:10 PST 2019,Mon Nov 25 05:09:27 PST 2019,197,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""feature"",""driving"",""show""]"
16,73,4,Mon Nov 25 05:16:33 PST 2019,Mon Nov 25 05:20:18 PST 2019,225,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""show"",""leisure"",""driving""]"
16,74,19,Mon Nov 25 05:06:43 PST 2019,Mon Nov 25 05:20:17 PST 2019,814,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,{},{},"[""leisure"",""show"",""act"",""driving"",""feature"",""morning""]"
16,75,7,Mon Nov 25 05:15:37 PST 2019,Mon Nov 25 05:20:38 PST 2019,301,lVMN_iO62Dc.mp4,feature_###_show_###_act_###_boating_###_driving_###_evening_###_leisure_###_auto show_###_morning_###_wedding_###_automotive lighting_###_vacation,No other tags describe it well. Test drive.,{},"[""driving"",""auto show""]"
8,76,13,Mon Nov 25 05:08:37 PST 2019,Mon Nov 25 05:15:02 PST 2019,385,lVMN_iO62Dc.mp4,Comedians in Cars Getting Coffee_###_Oh my God_###_meeting_###_camping_###_adventure_###_landscaping_###_event_###_freezing_###_parking_###_conversation_###_ceremony,{},{},"[""Comedians in Cars Getting Coffee"",""parking"",""conversation""]"
8,77,11,Mon Nov 25 05:05:20 PST 2019,Mon Nov 25 05:10:11 PST 2019,291,lVMN_iO62Dc.mp4,Comedians in Cars Getting Coffee_###_Oh my God_###_meeting_###_camping_###_adventure_###_landscaping_###_event_###_freezing_###_parking_###_conversation_###_ceremony,{},{},"[""parking"",""landscaping"",""meeting""]"
8,78,1,Mon Nov 25 05:06:23 PST 2019,Mon Nov 25 05:21:02 PST 2019,879,lVMN_iO62Dc.mp4,Comedians in Cars Getting Coffee_###_Oh my God_###_meeting_###_camping_###_adventure_###_landscaping_###_event_###_freezing_###_parking_###_conversation_###_ceremony,"They don't mention Obama, TV show, etc.",{},"[""Comedians in Cars Getting Coffee"",""conversation""]"
8,79,18,Mon Nov 25 05:05:24 PST 2019,Mon Nov 25 05:20:18 PST 2019,894,lVMN_iO62Dc.mp4,Comedians in Cars Getting Coffee_###_Oh my God_###_meeting_###_camping_###_adventure_###_landscaping_###_event_###_freezing_###_parking_###_conversation_###_ceremony,{},{},"[""meeting"",""parking"",""adventure""]"
8,80,5,Mon Nov 25 05:07:31 PST 2019,Mon Nov 25 05:09:29 PST 2019,118,lVMN_iO62Dc.mp4,Comedians in Cars Getting Coffee_###_Oh my God_###_meeting_###_camping_###_adventure_###_landscaping_###_event_###_freezing_###_parking_###_conversation_###_ceremony,{},{},"[""Comedians in Cars Getting Coffee"",""conversation"",""parking""]"
8,81,8,Mon Nov 25 05:18:18 PST 2019,Mon Nov 25 05:29:39 PST 2019,681,lVMN_iO62Dc.mp4,Comedians in Cars Getting Coffee_###_Oh my God_###_meeting_###_camping_###_adventure_###_landscaping_###_event_###_freezing_###_parking_###_conversation_###_ceremony,{},{},"[""meeting"",""Comedians in Cars Getting Coffee"",""event""]"
8,82,24,Mon Nov 25 05:09:13 PST 2019,Mon Nov 25 05:12:13 PST 2019,180,lVMN_iO62Dc.mp4,Comedians in Cars Getting Coffee_###_Oh my God_###_meeting_###_camping_###_adventure_###_landscaping_###_event_###_freezing_###_parking_###_conversation_###_ceremony,{},{},"[""parking"",""Comedians in Cars Getting Coffee"",""meeting"",""conversation"",""event""]"
8,83,25,Mon Nov 25 05:05:30 PST 2019,Mon Nov 25 05:24:14 PST 2019,1124,lVMN_iO62Dc.mp4,Comedians in Cars Getting Coffee_###_Oh my God_###_meeting_###_camping_###_adventure_###_landscaping_###_event_###_freezing_###_parking_###_conversation_###_ceremony,{},{},"[""Comedians in Cars Getting Coffee"",""conversation"",""parking""]"
