ItemIndex,Item,Repetition,Rater,RaterIndex,Relevance
4,j_70OVLHHPc.mp4-event,Repetition 1,15,15,1
4,j_70OVLHHPc.mp4-event,Repetition 1,21,21,1
4,j_70OVLHHPc.mp4-event,Repetition 1,24,24,1
4,j_70OVLHHPc.mp4-event,Repetition 1,25,25,1
4,j_70OVLHHPc.mp4-event,Repetition 1,26,26,1
5,j_70OVLHHPc.mp4-communication,Repetition 1,3,3,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,4,4,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,7,7,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,8,8,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,9,9,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,10,10,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,11,11,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,12,12,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,13,13,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,15,15,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,21,21,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,24,24,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,25,25,0
5,j_70OVLHHPc.mp4-communication,Repetition 1,26,26,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,3,3,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,4,4,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,7,7,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,8,8,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,9,9,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,10,10,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,11,11,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,12,12,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,13,13,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,15,15,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,21,21,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,24,24,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,25,25,0
6,j_70OVLHHPc.mp4-conversation,Repetition 1,26,26,0
7,j_70OVLHHPc.mp4-performance,Repetition 1,3,3,0
7,j_70OVLHHPc.mp4-performance,Repetition 1,4,4,1
7,j_70OVLHHPc.mp4-performance,Repetition 1,7,7,0
7,j_70OVLHHPc.mp4-performance,Repetition 1,8,8,0
7,j_70OVLHHPc.mp4-performance,Repetition 1,9,9,0
7,j_70OVLHHPc.mp4-performance,Repetition 1,10,10,1
7,j_70OVLHHPc.mp4-performance,Repetition 1,11,11,0
7,j_70OVLHHPc.mp4-performance,Repetition 1,12,12,0
7,j_70OVLHHPc.mp4-performance,Repetition 1,13,13,1
7,j_70OVLHHPc.mp4-performance,Repetition 1,15,15,1
7,j_70OVLHHPc.mp4-performance,Repetition 1,21,21,1
7,j_70OVLHHPc.mp4-performance,Repetition 1,24,24,0
7,j_70OVLHHPc.mp4-performance,Repetition 1,25,25,0
7,j_70OVLHHPc.mp4-performance,Repetition 1,26,26,0
8,j_70OVLHHPc.mp4-advertising,Repetition 1,3,3,1
8,j_70OVLHHPc.mp4-advertising,Repetition 1,4,4,0
8,j_70OVLHHPc.mp4-advertising,Repetition 1,7,7,0
8,j_70OVLHHPc.mp4-advertising,Repetition 1,8,8,1
8,j_70OVLHHPc.mp4-advertising,Repetition 1,9,9,1
8,j_70OVLHHPc.mp4-advertising,Repetition 1,10,10,0
8,j_70OVLHHPc.mp4-advertising,Repetition 1,11,11,0
8,j_70OVLHHPc.mp4-advertising,Repetition 1,12,12,0
8,j_70OVLHHPc.mp4-advertising,Repetition 1,13,13,1
8,j_70OVLHHPc.mp4-advertising,Repetition 1,15,15,0
8,j_70OVLHHPc.mp4-advertising,Repetition 1,21,21,1
8,j_70OVLHHPc.mp4-advertising,Repetition 1,24,24,1
8,j_70OVLHHPc.mp4-advertising,Repetition 1,25,25,0
8,j_70OVLHHPc.mp4-advertising,Repetition 1,26,26,0
9,j_70OVLHHPc.mp4-film,Repetition 1,3,3,0
9,j_70OVLHHPc.mp4-film,Repetition 1,4,4,0
9,j_70OVLHHPc.mp4-film,Repetition 1,7,7,0
9,j_70OVLHHPc.mp4-film,Repetition 1,8,8,0
9,j_70OVLHHPc.mp4-film,Repetition 1,9,9,0
9,j_70OVLHHPc.mp4-film,Repetition 1,10,10,0
9,j_70OVLHHPc.mp4-film,Repetition 1,11,11,0
9,j_70OVLHHPc.mp4-film,Repetition 1,12,12,0
9,j_70OVLHHPc.mp4-film,Repetition 1,13,13,0
9,j_70OVLHHPc.mp4-film,Repetition 1,15,15,0
9,j_70OVLHHPc.mp4-film,Repetition 1,21,21,0
9,j_70OVLHHPc.mp4-film,Repetition 1,24,24,0
9,j_70OVLHHPc.mp4-film,Repetition 1,25,25,0
9,j_70OVLHHPc.mp4-film,Repetition 1,26,26,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,3,3,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,4,4,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,7,7,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,8,8,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,9,9,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,10,10,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,11,11,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,12,12,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,13,13,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,15,15,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,21,21,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,24,24,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,25,25,0
10,j_70OVLHHPc.mp4-acrobatics,Repetition 1,26,26,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,3,3,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,4,4,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,7,7,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,8,8,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,9,9,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,10,10,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,11,11,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,12,12,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,13,13,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,15,15,1
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,21,21,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,24,24,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,25,25,0
11,j_70OVLHHPc.mp4-public speaking,Repetition 1,26,26,0
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,3,3,1
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,4,4,1
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,7,7,1
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,8,8,0
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,9,9,0
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,10,10,1
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,11,11,1
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,12,12,0
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,13,13,1
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,15,15,0
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,21,21,0
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,24,24,1
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,25,25,1
12,j_70OVLHHPc.mp4-automotive lighting,Repetition 1,26,26,1
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,3,3,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,5,5,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,7,7,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,8,8,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,9,9,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,10,10,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,12,12,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,13,13,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,15,15,1
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,19,19,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,20,20,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,21,21,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,24,24,0
13,j_70OVLHHPc.mp4-3d modeling,Repetition 1,25,25,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,3,3,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,5,5,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,7,7,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,8,8,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,9,9,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,10,10,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,12,12,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,13,13,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,15,15,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,19,19,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,20,20,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,21,21,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,24,24,0
14,j_70OVLHHPc.mp4-wing,Repetition 1,25,25,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,3,3,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,5,5,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,7,7,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,8,8,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,9,9,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,10,10,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,12,12,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,13,13,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,15,15,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,19,19,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,20,20,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,21,21,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,24,24,0
15,j_70OVLHHPc.mp4-smoking,Repetition 1,25,25,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,3,3,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,5,5,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,7,7,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,8,8,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,9,9,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,10,10,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,12,12,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,13,13,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,15,15,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,19,19,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,20,20,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,21,21,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,24,24,0
16,j_70OVLHHPc.mp4-aquarium lighting,Repetition 1,25,25,0
17,j_70OVLHHPc.mp4-product design,Repetition 1,3,3,1
17,j_70OVLHHPc.mp4-product design,Repetition 1,5,5,0
17,j_70OVLHHPc.mp4-product design,Repetition 1,7,7,0
17,j_70OVLHHPc.mp4-product design,Repetition 1,8,8,0
17,j_70OVLHHPc.mp4-product design,Repetition 1,9,9,1
17,j_70OVLHHPc.mp4-product design,Repetition 1,10,10,0
17,j_70OVLHHPc.mp4-product design,Repetition 1,12,12,0
17,j_70OVLHHPc.mp4-product design,Repetition 1,13,13,1
17,j_70OVLHHPc.mp4-product design,Repetition 1,15,15,1
17,j_70OVLHHPc.mp4-product design,Repetition 1,19,19,1
17,j_70OVLHHPc.mp4-product design,Repetition 1,20,20,0
17,j_70OVLHHPc.mp4-product design,Repetition 1,21,21,0
17,j_70OVLHHPc.mp4-product design,Repetition 1,24,24,1
17,j_70OVLHHPc.mp4-product design,Repetition 1,25,25,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,3,3,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,5,5,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,7,7,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,8,8,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,9,9,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,10,10,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,12,12,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,13,13,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,15,15,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,19,19,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,20,20,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,21,21,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,24,24,0
18,j_70OVLHHPc.mp4-comedy,Repetition 1,25,25,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,3,3,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,5,5,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,7,7,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,8,8,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,9,9,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,10,10,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,12,12,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,13,13,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,15,15,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,19,19,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,20,20,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,21,21,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,24,24,0
19,j_70OVLHHPc.mp4-ceiling,Repetition 1,25,25,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,3,3,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,5,5,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,7,7,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,8,8,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,9,9,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,10,10,1
20,j_70OVLHHPc.mp4-lighting,Repetition 1,12,12,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,13,13,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,15,15,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,19,19,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,20,20,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,21,21,0
20,j_70OVLHHPc.mp4-lighting,Repetition 1,24,24,1
20,j_70OVLHHPc.mp4-lighting,Repetition 1,25,25,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,3,3,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,5,5,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,7,7,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,8,8,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,9,9,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,10,10,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,12,12,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,13,13,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,15,15,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,19,19,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,20,20,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,21,21,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,24,24,0
21,j_70OVLHHPc.mp4-digital compositing,Repetition 1,25,25,0
22,j_70OVLHHPc.mp4-convention,Repetition 1,3,3,1
22,j_70OVLHHPc.mp4-convention,Repetition 1,5,5,1
22,j_70OVLHHPc.mp4-convention,Repetition 1,7,7,1
22,j_70OVLHHPc.mp4-convention,Repetition 1,8,8,1
22,j_70OVLHHPc.mp4-convention,Repetition 1,9,9,1
22,j_70OVLHHPc.mp4-convention,Repetition 1,10,10,1
22,j_70OVLHHPc.mp4-convention,Repetition 1,12,12,0
22,j_70OVLHHPc.mp4-convention,Repetition 1,13,13,0
22,j_70OVLHHPc.mp4-convention,Repetition 1,15,15,1
22,j_70OVLHHPc.mp4-convention,Repetition 1,19,19,0
22,j_70OVLHHPc.mp4-convention,Repetition 1,20,20,1
22,j_70OVLHHPc.mp4-convention,Repetition 1,21,21,1
22,j_70OVLHHPc.mp4-convention,Repetition 1,24,24,0
22,j_70OVLHHPc.mp4-convention,Repetition 1,25,25,1
23,j_70OVLHHPc.mp4-driving,Repetition 1,3,3,1
23,j_70OVLHHPc.mp4-driving,Repetition 1,5,5,0
23,j_70OVLHHPc.mp4-driving,Repetition 1,7,7,1
23,j_70OVLHHPc.mp4-driving,Repetition 1,8,8,1
23,j_70OVLHHPc.mp4-driving,Repetition 1,9,9,0
23,j_70OVLHHPc.mp4-driving,Repetition 1,10,10,0
23,j_70OVLHHPc.mp4-driving,Repetition 1,12,12,0
23,j_70OVLHHPc.mp4-driving,Repetition 1,13,13,0
23,j_70OVLHHPc.mp4-driving,Repetition 1,15,15,1
23,j_70OVLHHPc.mp4-driving,Repetition 1,19,19,1
23,j_70OVLHHPc.mp4-driving,Repetition 1,20,20,0
23,j_70OVLHHPc.mp4-driving,Repetition 1,21,21,0
23,j_70OVLHHPc.mp4-driving,Repetition 1,24,24,1
23,j_70OVLHHPc.mp4-driving,Repetition 1,25,25,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,3,3,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,5,5,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,7,7,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,8,8,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,9,9,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,10,10,0
24,j_70OVLHHPc.mp4-presentation,Repetition 1,12,12,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,13,13,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,15,15,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,19,19,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,20,20,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,21,21,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,24,24,1
24,j_70OVLHHPc.mp4-presentation,Repetition 1,25,25,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,3,3,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,5,5,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,7,7,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,8,8,0
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,9,9,0
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,10,10,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,12,12,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,13,13,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,15,15,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,19,19,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,20,20,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,21,21,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,24,24,1
25,j_70OVLHHPc.mp4-exhibition,Repetition 1,25,25,1
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,3,3,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,4,4,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,5,5,1
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,6,6,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,7,7,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,8,8,1
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,9,9,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,10,10,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,11,11,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,12,12,1
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,14,14,1
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,20,20,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,21,21,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,24,24,0
26,vuk9mP0Vz7M.mp4-Silver Jubilee,Repetition 1,26,26,0
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,3,3,0
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,4,4,0
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,5,5,0
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,6,6,1
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,7,7,0
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,8,8,1
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,9,9,1
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,10,10,0
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,11,11,1
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,12,12,0
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,14,14,1
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,20,20,1
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,21,21,1
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,24,24,1
27,vuk9mP0Vz7M.mp4-news conference,Repetition 1,26,26,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,3,3,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,4,4,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,5,5,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,6,6,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,7,7,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,8,8,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,9,9,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,10,10,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,11,11,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,12,12,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,14,14,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,20,20,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,21,21,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,24,24,0
28,vuk9mP0Vz7M.mp4-advertising,Repetition 1,26,26,0
29,vuk9mP0Vz7M.mp4-convention,Repetition 1,3,3,0
29,vuk9mP0Vz7M.mp4-convention,Repetition 1,4,4,0
29,vuk9mP0Vz7M.mp4-convention,Repetition 1,5,5,0
29,vuk9mP0Vz7M.mp4-convention,Repetition 1,6,6,0
29,vuk9mP0Vz7M.mp4-convention,Repetition 1,7,7,0
29,vuk9mP0Vz7M.mp4-convention,Repetition 1,8,8,0
