ItemIndex,Item,Repetition,Rater,RaterIndex,Relevance
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,4,4,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,5,5,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,6,6,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,9,9,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,13,13,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,14,14,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,15,15,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,16,16,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,18,18,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,19,19,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,20,20,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,23,23,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,24,24,0
4,j_70OVLHHPc.mp4-lamborghini,Repetition 1,25,25,1
5,j_70OVLHHPc.mp4-porsche,Repetition 1,1,1,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,4,4,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,5,5,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,6,6,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,9,9,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,13,13,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,14,14,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,15,15,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,16,16,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,18,18,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,19,19,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,20,20,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,23,23,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,24,24,0
5,j_70OVLHHPc.mp4-porsche,Repetition 1,25,25,1
6,j_70OVLHHPc.mp4-public relations,Repetition 1,1,1,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,4,4,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,5,5,1
6,j_70OVLHHPc.mp4-public relations,Repetition 1,6,6,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,9,9,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,13,13,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,14,14,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,15,15,1
6,j_70OVLHHPc.mp4-public relations,Repetition 1,16,16,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,18,18,1
6,j_70OVLHHPc.mp4-public relations,Repetition 1,19,19,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,20,20,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,23,23,0
6,j_70OVLHHPc.mp4-public relations,Repetition 1,24,24,1
6,j_70OVLHHPc.mp4-public relations,Repetition 1,25,25,0
7,j_70OVLHHPc.mp4-sports car,Repetition 1,1,1,0
7,j_70OVLHHPc.mp4-sports car,Repetition 1,4,4,1
7,j_70OVLHHPc.mp4-sports car,Repetition 1,5,5,1
7,j_70OVLHHPc.mp4-sports car,Repetition 1,6,6,0
7,j_70OVLHHPc.mp4-sports car,Repetition 1,9,9,1
7,j_70OVLHHPc.mp4-sports car,Repetition 1,13,13,0
7,j_70OVLHHPc.mp4-sports car,Repetition 1,14,14,0
7,j_70OVLHHPc.mp4-sports car,Repetition 1,15,15,1
7,j_70OVLHHPc.mp4-sports car,Repetition 1,16,16,0
7,j_70OVLHHPc.mp4-sports car,Repetition 1,18,18,0
7,j_70OVLHHPc.mp4-sports car,Repetition 1,19,19,1
7,j_70OVLHHPc.mp4-sports car,Repetition 1,20,20,1
7,j_70OVLHHPc.mp4-sports car,Repetition 1,23,23,0
7,j_70OVLHHPc.mp4-sports car,Repetition 1,24,24,1
7,j_70OVLHHPc.mp4-sports car,Repetition 1,25,25,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,1,1,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,4,4,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,5,5,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,6,6,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,9,9,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,13,13,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,14,14,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,15,15,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,16,16,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,18,18,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,19,19,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,20,20,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,23,23,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,24,24,0
8,j_70OVLHHPc.mp4-smoking,Repetition 1,25,25,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,1,1,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,4,4,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,5,5,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,6,6,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,9,9,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,13,13,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,14,14,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,15,15,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,16,16,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,18,18,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,19,19,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,20,20,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,23,23,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,24,24,0
9,j_70OVLHHPc.mp4-bugatti,Repetition 1,25,25,1
10,j_70OVLHHPc.mp4-convertible,Repetition 1,1,1,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,4,4,1
10,j_70OVLHHPc.mp4-convertible,Repetition 1,5,5,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,6,6,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,9,9,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,13,13,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,14,14,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,15,15,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,16,16,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,18,18,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,19,19,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,20,20,1
10,j_70OVLHHPc.mp4-convertible,Repetition 1,23,23,1
10,j_70OVLHHPc.mp4-convertible,Repetition 1,24,24,0
10,j_70OVLHHPc.mp4-convertible,Repetition 1,25,25,0
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,1,1,0
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,4,4,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,5,5,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,6,6,0
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,9,9,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,13,13,0
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,14,14,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,15,15,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,16,16,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,18,18,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,19,19,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,20,20,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,23,23,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,24,24,1
11,j_70OVLHHPc.mp4-car manufacturer,Repetition 1,25,25,1
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,2,2,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,4,4,1
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,5,5,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,6,6,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,9,9,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,13,13,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,14,14,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,15,15,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,16,16,1
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,18,18,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,19,19,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,20,20,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,23,23,1
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,24,24,0
12,vuk9mP0Vz7M.mp4-smile,Repetition 1,25,25,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,2,2,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,4,4,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,5,5,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,6,6,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,9,9,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,13,13,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,14,14,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,15,15,1
13,vuk9mP0Vz7M.mp4-company,Repetition 1,16,16,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,18,18,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,19,19,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,20,20,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,23,23,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,24,24,0
13,vuk9mP0Vz7M.mp4-company,Repetition 1,25,25,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,2,2,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,4,4,1
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,5,5,1
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,6,6,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,9,9,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,13,13,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,14,14,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,15,15,1
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,16,16,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,18,18,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,19,19,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,20,20,1
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,23,23,1
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,24,24,0
14,vuk9mP0Vz7M.mp4-public relations,Repetition 1,25,25,0
15,vuk9mP0Vz7M.mp4-government,Repetition 1,2,2,1
15,vuk9mP0Vz7M.mp4-government,Repetition 1,4,4,1
15,vuk9mP0Vz7M.mp4-government,Repetition 1,5,5,0
15,vuk9mP0Vz7M.mp4-government,Repetition 1,6,6,1
15,vuk9mP0Vz7M.mp4-government,Repetition 1,9,9,1
15,vuk9mP0Vz7M.mp4-government,Repetition 1,13,13,0
15,vuk9mP0Vz7M.mp4-government,Repetition 1,14,14,1
15,vuk9mP0Vz7M.mp4-government,Repetition 1,15,15,0
15,vuk9mP0Vz7M.mp4-government,Repetition 1,16,16,1
15,vuk9mP0Vz7M.mp4-government,Repetition 1,18,18,1
15,vuk9mP0Vz7M.mp4-government,Repetition 1,19,19,0
15,vuk9mP0Vz7M.mp4-government,Repetition 1,20,20,1
15,vuk9mP0Vz7M.mp4-government,Repetition 1,23,23,1
15,vuk9mP0Vz7M.mp4-government,Repetition 1,24,24,0
15,vuk9mP0Vz7M.mp4-government,Repetition 1,25,25,1
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,2,2,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,4,4,1
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,5,5,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,6,6,1
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,9,9,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,13,13,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,14,14,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,15,15,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,16,16,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,18,18,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,19,19,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,20,20,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,23,23,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,24,24,0
16,vuk9mP0Vz7M.mp4-city council,Repetition 1,25,25,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,2,2,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,4,4,1
17,vuk9mP0Vz7M.mp4-business,Repetition 1,5,5,1
17,vuk9mP0Vz7M.mp4-business,Repetition 1,6,6,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,9,9,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,13,13,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,14,14,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,15,15,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,16,16,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,18,18,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,19,19,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,20,20,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,23,23,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,24,24,0
17,vuk9mP0Vz7M.mp4-business,Repetition 1,25,25,1
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,2,2,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,4,4,1
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,5,5,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,6,6,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,9,9,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,13,13,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,14,14,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,15,15,1
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,16,16,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,18,18,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,19,19,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,20,20,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,23,23,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,24,24,0
18,vuk9mP0Vz7M.mp4-organization,Repetition 1,25,25,0
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,2,2,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,4,4,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,5,5,0
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,6,6,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,9,9,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,13,13,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,14,14,0
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,15,15,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,16,16,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,18,18,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,19,19,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,20,20,1
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,23,23,0
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,24,24,0
19,vuk9mP0Vz7M.mp4-BBC News,Repetition 1,25,25,1
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,2,2,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,4,4,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,5,5,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,6,6,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,9,9,1
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,13,13,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,14,14,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,15,15,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,16,16,1
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,18,18,1
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,19,19,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,20,20,1
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,23,23,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,24,24,0
20,vuk9mP0Vz7M.mp4-car crash TV,Repetition 1,25,25,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,1,1,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,2,2,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,4,4,1
21,lVMN_iO62Dc.mp4-smile,Repetition 1,5,5,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,6,6,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,9,9,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,13,13,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,14,14,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,15,15,1
21,lVMN_iO62Dc.mp4-smile,Repetition 1,16,16,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,18,18,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,19,19,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,20,20,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,23,23,0
21,lVMN_iO62Dc.mp4-smile,Repetition 1,24,24,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,1,1,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,2,2,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,4,4,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,5,5,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,6,6,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,9,9,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,13,13,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,14,14,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,15,15,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,16,16,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,18,18,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,19,19,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,20,20,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,23,23,0
22,lVMN_iO62Dc.mp4-volkswagen,Repetition 1,24,24,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,1,1,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,2,2,1
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,4,4,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,5,5,1
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,6,6,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,9,9,1
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,13,13,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,14,14,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,15,15,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,16,16,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,18,18,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,19,19,0
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,20,20,1
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,23,23,1
23,lVMN_iO62Dc.mp4-sedan,Repetition 1,24,24,1
24,lVMN_iO62Dc.mp4-military police,Repetition 1,1,1,1
24,lVMN_iO62Dc.mp4-military police,Repetition 1,2,2,0
24,lVMN_iO62Dc.mp4-military police,Repetition 1,4,4,1
24,lVMN_iO62Dc.mp4-military police,Repetition 1,5,5,0
24,lVMN_iO62Dc.mp4-military police,Repetition 1,6,6,0
24,lVMN_iO62Dc.mp4-military police,Repetition 1,9,9,1
24,lVMN_iO62Dc.mp4-military police,Repetition 1,13,13,0
24,lVMN_iO62Dc.mp4-military police,Repetition 1,14,14,0
24,lVMN_iO62Dc.mp4-military police,Repetition 1,15,15,0
24,lVMN_iO62Dc.mp4-military police,Repetition 1,16,16,0
24,lVMN_iO62Dc.mp4-military police,Repetition 1,18,18,0
24,lVMN_iO62Dc.mp4-military police,Repetition 1,19,19,1
24,lVMN_iO62Dc.mp4-military police,Repetition 1,20,20,1
24,lVMN_iO62Dc.mp4-military police,Repetition 1,23,23,0
24,lVMN_iO62Dc.mp4-military police,Repetition 1,24,24,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,1,1,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,2,2,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,4,4,1
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,5,5,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,6,6,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,9,9,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,13,13,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,14,14,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,15,15,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,16,16,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,18,18,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,19,19,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,20,20,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,23,23,0
25,lVMN_iO62Dc.mp4-golf club,Repetition 1,24,24,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,1,1,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,2,2,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,4,4,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,5,5,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,6,6,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,9,9,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,13,13,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,14,14,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,15,15,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,16,16,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,18,18,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,19,19,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,20,20,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,23,23,0
26,lVMN_iO62Dc.mp4-public transport,Repetition 1,24,24,0
27,lVMN_iO62Dc.mp4-community,Repetition 1,1,1,0
27,lVMN_iO62Dc.mp4-community,Repetition 1,2,2,0
27,lVMN_iO62Dc.mp4-community,Repetition 1,4,4,1
27,lVMN_iO62Dc.mp4-community,Repetition 1,5,5,0
27,lVMN_iO62Dc.mp4-community,Repetition 1,6,6,0
27,lVMN_iO62Dc.mp4-community,Repetition 1,9,9,0
27,lVMN_iO62Dc.mp4-community,Repetition 1,13,13,0
27,lVMN_iO62Dc.mp4-community,Repetition 1,14,14,0
27,lVMN_iO62Dc.mp4-community,Repetition 1,15,15,0
27,lVMN_iO62Dc.mp4-community,Repetition 1,16,16,0
